NO.1,NO.2,NO.3,NDX
163.883,176.83,169.024,176.83
165.897,179.003,170.912,179.003
164.691,177.701,169.79,177.701
167.356,180.577,172.629,180.577
170.472,183.94,176.396,183.94
171.989,185.576,178.545,185.576
171.262,184.792,178.436,184.792
169.842,183.259,177.32,183.259
177.348,191.359,185.518,191.359
172.143,185.743,179.996,185.743
158.651,171.185,165.183,171.185
140.401,151.494,145.465,151.494
130.959,141.304,135.132,141.304
125.481,135.395,129.257,135.395
122.3,131.962,125.911,131.962
120.246,129.745,123.878,129.745
125.722,135.654,129.721,135.654
133.857,144.433,138.603,144.433
153.139,165.237,159.379,165.237
164.702,177.714,171.205,177.714
163.457,176.37,169.343,176.37
163.922,176.872,169.771,176.872
167.878,181.141,173.569,181.141
169.138,182.501,174.797,182.501
169.837,183.255,175.424,183.255
169.808,183.223,175.237,183.223
168.981,182.331,174.525,182.331
166.35,179.492,171.937,179.492
166.199,179.33,172.413,179.33
168.064,181.342,175.04,181.342
166.77,179.945,174.191,179.945
169.18,182.545,176.839,182.545
169.011,182.364,176.949,182.364
162.807,175.669,170.066,175.669
149.021,160.793,155.024,160.793
135.567,146.277,140.344,146.277
127.07,137.109,131.066,137.109
122.545,132.227,126.31,132.227
121.364,130.952,125.043,130.952
121.456,131.051,125.271,131.051
126.124,136.088,130.405,136.088
136.756,147.56,142.005,147.56
156.528,168.894,163.43,168.894
166.768,179.943,173.852,179.943
164.095,177.059,170.381,177.059
164.761,177.778,170.712,177.778
162.881,175.749,168.368,175.749
163.532,176.452,168.809,176.452
161.483,174.24,166.713,174.24
161.935,174.728,167.088,174.728
159.549,172.154,164.693,172.154
156.945,169.345,162.173,169.345
155.564,167.853,161.079,167.853
154.839,167.071,160.614,167.071
153.03,165.12,159.173,165.12
151.287,163.24,157.556,163.24
155.126,167.382,161.899,167.382
154.727,166.95,161.594,166.95
144.126,155.512,150.193,155.512
131.19,141.555,136.271,141.555
121.054,130.617,125.276,130.617
114.469,123.512,118.304,123.512
111.33,120.125,115.067,120.125
110.917,119.68,114.56,119.68
111.603,120.419,115.361,120.419
115.415,124.533,119.477,124.533
122.316,131.979,127.159,131.979
131.3,141.672,137.11,141.672
142.449,153.702,149.253,153.702
144.513,155.929,151.43,155.929
144.634,156.06,151.307,156.06
141.9,153.111,148.158,153.111
142.676,153.948,148.808,153.948
141.346,152.513,147.158,152.513
139.379,150.39,145.178,150.39
139.127,150.118,145.095,150.118
140.622,151.732,146.733,151.732
140.035,151.098,146.263,151.098
139.317,150.324,145.717,150.324
138.941,149.917,145.499,149.917
144.087,155.47,151.204,155.47
140.43,151.524,147.503,151.524
131.123,141.482,137.231,141.482
119.405,128.839,124.538,128.839
110.781,119.533,115.081,119.533
104.479,112.734,108.4,112.734
103.441,111.614,107.136,111.614
103.133,111.281,106.775,111.281
102.944,111.076,106.653,111.076
105.219,113.532,109.124,113.532
110.36,119.078,114.743,119.078
120.225,129.724,125.79,129.724
133.23,143.756,140.258,143.756
139.532,150.555,147.201,150.555
140.212,151.289,147.592,151.289
139.399,150.412,146.386,150.412
137.045,147.871,143.798,147.871
135.833,146.564,142.585,146.564
134.287,144.895,140.883,144.895
134.085,144.679,140.408,144.679
133.09,143.604,139.454,143.604
135.832,146.562,142.469,146.562
137.278,148.123,144.09,148.123
141.716,152.911,149.112,152.911
150.038,161.892,157.926,161.892
146.581,158.162,153.924,158.162
136.47,147.251,142.556,147.251
125.123,135.009,130.019,135.009
117.716,127.015,121.891,127.015
114.666,123.725,118.485,123.725
113.432,122.394,117.159,122.394
115.406,124.524,119.193,124.524
118.939,128.336,123.08,128.336
130.196,140.482,135.2,140.482
150.046,161.899,156.536,161.899
162.516,175.356,169.273,175.356
164.347,177.33,170.328,177.33
164.353,177.337,170.21,177.337
164.628,177.634,170.248,177.634
163.837,176.78,169.335,176.78
163.102,175.987,168.578,175.987
162.44,175.274,167.811,175.274
160.303,172.968,165.561,172.968
158.865,171.416,164.171,171.416
159.624,172.235,165.334,172.235
162.658,175.509,169.017,175.509
164.979,178.012,171.869,178.012
166.131,179.255,173.458,179.255
169.217,182.585,177.051,182.585
164.033,176.992,171.506,176.992
149.906,161.748,156.026,161.748
136.539,147.326,141.289,147.326
127.062,137.1,131.125,137.1
124.396,134.223,128.149,134.223
122.74,132.436,126.45,132.436
124.399,134.227,128.223,134.227
129.837,140.094,134.055,140.094
141.493,152.671,146.671,152.671
160.53,173.212,167.257,173.212
170.742,184.231,177.626,184.231
165.942,179.052,171.926,179.052
164.61,177.614,170.24,177.614
166.695,179.864,172.062,179.864
162.243,175.061,167.472,175.061
163.146,176.034,168.411,176.034
161.836,174.622,167.001,174.622
160.712,173.409,165.716,173.409
158.507,171.029,163.578,171.029
160.61,173.298,166.141,173.298
161.486,174.243,167.603,174.243
162.394,175.224,169.053,175.224
163.961,176.915,171.054,176.915
170.185,183.629,177.847,183.629
167.198,180.407,174.668,180.407
152.443,164.487,158.591,164.487
137.723,148.604,142.481,148.604
129.671,139.915,133.777,139.915
126.794,136.811,130.631,136.811
124.933,134.803,128.721,134.803
124.167,133.976,128.087,133.976
129.739,139.988,134.106,139.988
139.299,150.303,144.625,150.303
158.503,171.026,165.462,171.026
167.704,180.954,174.846,180.954
163.732,176.668,169.828,176.668
162.949,175.823,168.687,175.823
163.783,176.723,169.16,176.723
162.104,174.91,167.292,174.91
161.731,174.508,166.884,174.508
160.727,173.424,165.727,173.424
159.701,172.318,164.76,172.318
157.666,170.121,162.693,170.121
160.287,172.949,165.842,172.949
162.108,174.914,168.456,174.914
162.897,175.767,169.708,175.767
164.038,176.998,171.164,176.998
170.091,183.528,177.819,183.528
166.036,179.154,173.267,179.154
152.787,164.857,158.887,164.857
137.075,147.904,141.792,147.904
128.006,138.119,132.037,138.119
123.694,133.467,127.418,133.467
121.971,131.608,125.662,131.608
122.821,132.524,126.645,132.524
126.13,136.094,130.382,136.094
137.667,148.542,142.916,148.542
155.436,167.716,162.265,167.716
164.888,177.915,171.768,177.915
163.743,176.679,169.885,176.679
165.731,178.824,171.459,178.824
165.341,178.403,170.745,178.403
165.43,178.5,170.593,178.5
163.189,176.082,168.299,176.082
162.488,175.325,167.56,175.325
161.332,174.077,166.383,174.077
160.225,172.884,165.379,172.884
161.7,174.474,167.385,174.474
163.191,176.084,169.283,176.084
163.744,176.681,170.235,176.681
161.998,174.796,168.758,174.796
169.429,182.814,176.927,182.814
167.519,180.754,174.939,180.754
153.279,165.388,159.373,165.388
137.983,148.884,142.82,148.884
128.764,138.936,132.763,138.936
123.675,133.445,127.404,133.445
122.646,132.336,126.285,132.336
123.701,133.473,127.386,133.473
127.005,137.039,131.099,137.039
138.596,149.545,143.504,149.545
155.142,167.399,161.625,167.399
166.402,179.549,173.132,179.549
165.762,178.858,171.971,178.858
164.906,177.933,170.947,177.933
166.351,179.493,172.098,179.493
166.189,179.318,171.955,179.318
164.432,177.423,170.138,177.423
163.679,176.609,169.227,176.609
160.06,172.706,165.461,172.706
159.089,171.657,164.584,171.657
158.854,171.403,164.643,171.403
160.964,173.681,167.267,173.681
160.556,173.24,167.352,173.24
160.687,173.382,167.411,173.382
163.299,176.2,170.442,176.2
160.163,172.817,167.234,172.817
150.204,162.07,156.551,162.07
136.368,147.141,141.767,147.141
126.412,136.398,131.085,136.398
121.825,131.449,126.134,131.449
116.58,125.791,120.712,125.791
117.698,126.996,121.763,126.996
118.247,127.588,122.466,127.588
122.971,132.685,127.473,132.685
129.149,139.352,134.372,139.352
139.308,150.314,145.485,150.314
147.124,158.748,154.073,158.748
150.138,161.999,157.09,161.999
150.056,161.911,156.695,161.911
146.819,158.417,153.033,158.417
145.427,156.916,151.459,156.916
143.245,154.562,149.066,154.562
140.86,151.989,146.666,151.989
141.508,152.688,147.559,152.688
142.592,153.858,148.844,153.858
142.79,154.071,149.279,154.071
142.076,153.301,148.647,153.301
141.648,152.838,148.411,152.838
143.764,155.122,150.773,155.122
143.839,155.203,150.953,155.203
134.81,145.461,141.039,145.461
122.978,132.693,128.185,132.693
114.086,123.1,118.44,123.1
108.417,116.982,112.351,116.982
106.912,115.359,110.705,115.359
107.376,115.859,111.098,115.859
108.159,116.704,111.917,116.704
111.016,119.786,115.012,119.786
114.812,123.882,119.409,123.882
125.388,135.294,131.137,135.294
136.295,147.062,143.092,147.062
141.814,153.018,149.051,153.018
142.792,154.072,149.712,154.072
141.127,152.276,147.888,152.276
141.13,152.279,147.6,152.279
141.093,152.24,147.434,152.24
138.406,149.341,144.683,149.341
137.639,148.512,143.885,148.512
138.202,149.12,144.629,149.12
140.757,151.877,147.539,151.877
141.495,152.674,148.811,152.674
144.972,156.425,152.584,156.425
149.804,161.639,157.895,161.639
151.162,163.104,158.971,163.104
138.906,149.88,145.253,149.88
125.482,135.395,130.396,135.395
118.985,128.386,122.981,128.386
114.471,123.514,118.199,123.514
114.981,124.064,118.646,124.064
116.35,125.541,120.117,125.541
121.213,130.789,125.425,130.789
133.085,143.6,138.211,143.6
153.303,165.414,159.945,165.414
164.195,177.166,170.931,177.166
162.569,175.413,168.554,175.413
162.068,174.872,167.877,174.872
163.981,176.936,169.517,176.936
163.162,176.053,168.678,176.053
161.183,173.917,166.557,173.917
162.059,174.862,167.28,174.862
161.142,173.872,166.316,173.872
161.43,174.184,166.637,174.184
162.915,175.785,168.651,175.785
163.263,176.162,169.678,176.162
164.764,177.78,171.761,177.78
165.059,178.099,172.365,178.099
169.817,183.232,177.559,183.232
166.704,179.875,174.272,179.875
152.52,164.57,158.581,164.57
137.965,148.865,142.715,148.865
129.111,139.312,133.12,139.312
125.112,134.996,128.86,134.996
124.362,134.187,128.095,134.187
123.668,133.437,127.495,133.437
130.769,141.101,135.102,141.101
141.811,153.015,147.077,153.015
160.909,173.622,167.891,173.622
172.805,186.456,179.864,186.456
167.462,180.692,173.524,180.692
165.877,178.982,171.59,178.982
165.374,178.439,170.904,178.439
163.925,176.876,169.288,176.876
164.177,177.147,169.485,177.147
161.689,174.463,166.844,174.463
160.836,173.542,165.921,173.542
158.471,170.99,163.514,170.99
160.25,172.91,165.773,172.91
161.836,174.621,167.81,174.621
162.502,175.341,169.119,175.341
162.434,175.266,169.539,175.266
167.357,180.579,174.916,180.579
167.112,180.314,174.603,180.314
151.69,163.674,157.949,163.674
137.18,148.018,142.033,148.018
127.427,137.495,131.491,137.495
123.444,133.196,127.203,133.196
122.886,132.595,126.692,132.595
123.693,133.464,127.676,133.464
127.423,137.489,131.937,137.489
140.606,151.715,146.124,151.715
159.931,172.566,167.13,172.566
168.839,182.177,175.928,182.177
165.359,178.422,171.572,178.422
162.252,175.071,168.034,175.071
161.96,174.755,167.46,174.755
163.062,175.945,168.22,175.945
161.868,174.656,167.043,174.656
162.655,175.506,167.68,175.506
164.023,176.981,169.101,176.981
163.646,176.575,168.956,176.575
165.934,179.044,171.811,179.044
168.231,181.522,174.662,181.522
170.084,183.52,177.007,183.52
168.2,181.488,175.516,181.488
172.841,186.496,180.39,186.496
167.379,180.602,174.747,180.602
153.664,165.804,159.997,165.804
139.662,150.696,144.68,150.696
159.128,171.7,166.173,171.7
151.275,163.226,157.5,163.226
145.424,156.912,151.128,156.912
146.393,157.958,151.776,157.958
154.848,167.081,160.348,167.081
162.12,174.928,168.163,174.928
181.187,195.502,188.595,195.502
196.589,212.119,204.312,212.119
206.327,222.628,213.876,222.628
213.359,230.215,221.414,230.215
212.608,229.404,221.612,229.404
224.388,242.115,234.436,242.115
233.195,251.618,244.105,251.618
242.088,261.213,253.848,261.213
244.827,264.169,257.07,264.169
250.014,269.765,262.179,269.765
240.348,259.337,252.78,259.337
220.649,238.08,232.778,238.08
212.268,229.037,225.443,229.037
205.477,221.711,217.466,221.711
201.605,217.532,212.854,217.532
196.56,212.089,207.064,212.089
180.32,194.565,189.155,194.565
161.438,174.192,168.601,174.192
148.146,159.849,154.033,159.849
139.416,150.43,144.744,150.43
142.681,153.953,147.661,153.953
137.653,148.527,142.537,148.527
139.245,150.245,144.241,150.245
147.796,159.472,153.534,159.472
164.783,177.802,172.098,177.802
178.836,192.965,186.415,192.965
183.748,198.265,190.998,198.265
189.982,204.991,197.511,204.991
196.936,212.494,204.981,212.494
204.938,221.129,213.615,221.129
212.513,229.302,221.779,229.302
215.099,232.093,224.664,232.093
216.475,233.577,226.284,233.577
219.109,236.42,229.312,236.42
219.649,237.002,230.08,237.002
215.307,232.316,226.007,232.316
208.02,224.453,218.797,224.453
202.359,218.346,212.951,218.346
199.26,215.001,209.9,215.001
192.627,207.844,203.007,207.844
177.712,191.752,186.77,191.752
158.279,170.783,165.719,170.783
146.234,157.786,152.441,157.786
136.081,146.831,141.557,146.831
131.411,141.793,136.475,141.793
127.905,138.009,132.74,138.009
125.249,135.144,129.903,135.144
127.654,137.738,132.408,137.738
130.871,141.21,136.28,141.21
139.223,150.221,145.653,150.221
147.629,159.293,154.915,159.293
152.347,164.382,160.036,164.382
156.797,169.184,164.354,169.184
158.763,171.306,166.471,171.306
159.946,172.583,167.741,172.583
159.603,172.211,167.586,172.211
158.621,171.152,166.656,171.152
159.334,171.921,167.465,171.921
160.872,173.582,169.185,173.582
161.521,174.282,170.307,174.282
159.089,171.658,167.829,171.658
154.493,166.698,162.837,166.698
152.572,164.626,160.513,164.626
153.826,165.978,161.739,165.978
142.873,154.16,149.781,154.16
128.585,138.744,134.359,138.744
117.987,127.308,122.75,127.308
111.516,120.325,115.741,120.325
107.656,116.161,111.579,116.161
106.202,114.593,109.978,114.593
105.012,113.309,108.699,113.309
107.449,115.937,111.257,115.937
107.358,115.839,111.617,115.839
118.926,128.321,124.167,128.321
131.656,142.058,138.169,142.058
142.198,153.432,149.616,153.432
145.664,157.172,153.191,157.172
148.761,160.514,156.422,160.514
150.228,162.097,157.966,162.097
150.129,161.99,157.949,161.99
148.403,160.127,156.136,160.127
150.305,162.18,158.147,162.18
153.632,165.769,161.798,165.769
156.623,168.997,165.256,168.997
156.779,169.164,165.759,169.164
154.082,166.254,162.924,166.254
154.274,166.461,162.832,166.461
154.124,166.3,162.419,166.3
143.009,154.306,149.707,154.306
128.644,138.808,133.826,138.808
120.029,129.512,124.294,129.512
114.448,123.489,118.335,123.489
112.639,121.537,116.423,121.537
111.555,120.369,115.32,120.369
116.207,125.387,120.272,125.387
125.852,135.795,130.626,135.795
143.734,155.089,149.966,155.089
154.721,166.944,160.981,166.944
156.716,169.097,162.523,169.097
160.034,172.678,165.846,172.678
164.139,177.107,169.841,177.107
166.307,179.446,171.983,179.446
167.937,181.205,173.683,181.205
170.288,183.741,175.961,183.741
170.821,184.316,176.691,184.316
173.412,187.112,179.463,187.112
176.016,189.921,182.864,189.921
180.382,194.632,187.931,194.632
180.307,194.552,188.574,194.552
177.753,191.796,186.118,191.796
177.299,191.306,185.85,191.306
174.131,187.888,182.482,187.888
159.218,171.796,166.023,171.796
141.266,152.427,146.442,152.427
131.022,141.373,135.298,141.373
125.269,135.165,129.183,135.165
122.322,131.986,126.083,131.986
121.053,130.616,124.861,130.616
126.272,136.248,130.343,136.248
135.848,146.581,140.617,146.581
149.759,161.591,155.963,161.591
160.131,172.782,166.507,172.782
165.207,178.258,171.044,178.258
167.81,181.067,173.626,181.067
172.88,186.538,178.731,186.538
180.148,194.38,186.153,194.38
181.682,196.035,187.829,196.035
182.823,197.267,188.941,197.267
186.936,201.704,193.241,201.704
186.051,200.749,192.735,200.749
188.528,203.423,196.049,203.423
190.59,205.648,198.949,205.648
188.498,203.39,197.345,203.39
186.31,201.029,195.188,201.029
183.991,198.526,192.918,198.526
182.506,196.924,191.231,196.924
164.197,177.168,171.333,177.168
144.757,156.193,150.213,156.193
135.479,146.183,139.943,146.183
128.161,138.287,132.14,138.287
125.157,135.045,128.997,135.045
124.973,134.846,128.821,134.846
126.401,136.387,130.57,136.387
135.072,145.744,139.922,145.744
149.743,161.573,156.133,161.573
160.224,172.881,166.719,172.881
163.259,176.157,169.148,176.157
168.446,181.753,174.317,181.753
174.676,188.475,180.714,188.475
180.808,195.093,187.055,195.093
183.818,198.34,190.529,198.34
191,206.089,198.07,206.089
195.676,211.134,203.414,211.134
200.823,216.688,209.087,216.688
202.676,218.687,211.721,218.687
201.822,217.767,211.638,217.767
201.259,217.159,211.508,217.159
195.54,210.988,205.721,210.988
194.796,210.185,204.525,210.185
192.282,207.472,201.727,207.472
173.447,187.149,181.378,187.149
156.624,168.997,162.832,168.997
159.128,171.7,166.173,171.7
151.275,163.226,157.5,163.226
145.424,156.912,151.128,156.912
146.393,157.958,151.776,157.958
154.848,167.081,160.348,167.081
162.12,174.928,168.163,174.928
181.187,195.502,188.595,195.502
196.589,212.119,204.312,212.119
206.327,222.628,213.876,222.628
213.359,230.215,221.414,230.215
212.608,229.404,221.612,229.404
224.388,242.115,234.436,242.115
233.195,251.618,244.105,251.618
242.088,261.213,253.848,261.213
244.827,264.169,257.07,264.169
250.014,269.765,262.179,269.765
240.348,259.337,252.78,259.337
220.649,238.08,232.778,238.08
212.268,229.037,225.443,229.037
205.477,221.711,217.466,221.711
201.605,217.532,212.854,217.532
196.56,212.089,207.064,212.089
180.32,194.565,189.155,194.565
161.438,174.192,168.601,174.192
148.146,159.849,154.033,159.849
139.416,150.43,144.744,150.43
142.681,153.953,147.661,153.953
137.653,148.527,142.537,148.527
139.245,150.245,144.241,150.245
147.796,159.472,153.534,159.472
164.783,177.802,172.098,177.802
178.836,192.965,186.415,192.965
183.748,198.265,190.998,198.265
189.982,204.991,197.511,204.991
196.936,212.494,204.981,212.494
204.938,221.129,213.615,221.129
212.513,229.302,221.779,229.302
215.099,232.093,224.664,232.093
216.475,233.577,226.284,233.577
219.109,236.42,229.312,236.42
219.649,237.002,230.08,237.002
215.307,232.316,226.007,232.316
208.02,224.453,218.797,224.453
202.359,218.346,212.951,218.346
199.26,215.001,209.9,215.001
192.627,207.844,203.007,207.844
177.712,191.752,186.77,191.752
158.279,170.783,165.719,170.783
146.234,157.786,152.441,157.786
136.081,146.831,141.557,146.831
131.411,141.793,136.475,141.793
127.905,138.009,132.74,138.009
125.249,135.144,129.903,135.144
127.654,137.738,132.408,137.738
130.871,141.21,136.28,141.21
139.223,150.221,145.653,150.221
147.629,159.293,154.915,159.293
152.347,164.382,160.036,164.382
156.797,169.184,164.354,169.184
158.763,171.306,166.471,171.306
159.946,172.583,167.741,172.583
159.603,172.211,167.586,172.211
158.621,171.152,166.656,171.152
159.334,171.921,167.465,171.921
160.872,173.582,169.185,173.582
161.521,174.282,170.307,174.282
159.089,171.658,167.829,171.658
154.493,166.698,162.837,166.698
152.572,164.626,160.513,164.626
153.826,165.978,161.739,165.978
142.873,154.16,149.781,154.16
128.585,138.744,134.359,138.744
117.987,127.308,122.75,127.308
111.516,120.325,115.741,120.325
107.656,116.161,111.579,116.161
106.202,114.593,109.978,114.593
105.012,113.309,108.699,113.309
107.449,115.937,111.257,115.937
107.358,115.839,111.617,115.839
118.926,128.321,124.167,128.321
131.656,142.058,138.169,142.058
142.198,153.432,149.616,153.432
145.664,157.172,153.191,157.172
148.761,160.514,156.422,160.514
150.228,162.097,157.966,162.097
150.129,161.99,157.949,161.99
148.403,160.127,156.136,160.127
150.305,162.18,158.147,162.18
153.632,165.769,161.798,165.769
156.623,168.997,165.256,168.997
156.779,169.164,165.759,169.164
154.082,166.254,162.924,166.254
154.274,166.461,162.832,166.461
154.124,166.3,162.419,166.3
143.009,154.306,149.707,154.306
128.644,138.808,133.826,138.808
120.029,129.512,124.294,129.512
114.448,123.489,118.335,123.489
112.639,121.537,116.423,121.537
111.555,120.369,115.32,120.369
116.207,125.387,120.272,125.387
125.852,135.795,130.626,135.795
143.734,155.089,149.966,155.089
154.721,166.944,160.981,166.944
156.716,169.097,162.523,169.097
160.034,172.678,165.846,172.678
164.139,177.107,169.841,177.107
166.307,179.446,171.983,179.446
167.937,181.205,173.683,181.205
170.288,183.741,175.961,183.741
170.821,184.316,176.691,184.316
173.412,187.112,179.463,187.112
176.016,189.921,182.864,189.921
180.382,194.632,187.931,194.632
180.307,194.552,188.574,194.552
177.753,191.796,186.118,191.796
177.299,191.306,185.85,191.306
174.131,187.888,182.482,187.888
159.218,171.796,166.023,171.796
141.266,152.427,146.442,152.427
131.022,141.373,135.298,141.373
125.269,135.165,129.183,135.165
122.322,131.986,126.083,131.986
121.053,130.616,124.861,130.616
126.272,136.248,130.343,136.248
135.848,146.581,140.617,146.581
149.759,161.591,155.963,161.591
160.131,172.782,166.507,172.782
165.207,178.258,171.044,178.258
167.81,181.067,173.626,181.067
172.88,186.538,178.731,186.538
180.148,194.38,186.153,194.38
181.682,196.035,187.829,196.035
182.823,197.267,188.941,197.267
186.936,201.704,193.241,201.704
186.051,200.749,192.735,200.749
188.528,203.423,196.049,203.423
190.59,205.648,198.949,205.648
188.498,203.39,197.345,203.39
186.31,201.029,195.188,201.029
183.991,198.526,192.918,198.526
182.506,196.924,191.231,196.924
164.197,177.168,171.333,177.168
144.757,156.193,150.213,156.193
135.479,146.183,139.943,146.183
128.161,138.287,132.14,138.287
125.157,135.045,128.997,135.045
124.973,134.846,128.821,134.846
126.401,136.387,130.57,136.387
135.072,145.744,139.922,145.744
149.743,161.573,156.133,161.573
160.224,172.881,166.719,172.881
163.259,176.157,169.148,176.157
168.446,181.753,174.317,181.753
174.676,188.475,180.714,188.475
180.808,195.093,187.055,195.093
183.818,198.34,190.529,198.34
191,206.089,198.07,206.089
195.676,211.134,203.414,211.134
200.823,216.688,209.087,216.688
202.676,218.687,211.721,218.687
201.822,217.767,211.638,217.767
201.259,217.159,211.508,217.159
195.54,210.988,205.721,210.988
194.796,210.185,204.525,210.185
192.282,207.472,201.727,207.472
173.447,187.149,181.378,187.149
156.624,168.997,162.832,168.997
144.036,155.416,149.121,155.416
136.711,147.511,141.2,147.511
131.581,141.976,135.781,141.976
129.77,140.023,133.853,140.023
130.035,140.307,134.386,140.307
137.632,148.505,142.621,148.505
148.687,160.433,154.973,160.433
163.835,176.779,170.294,176.779
170.1,183.539,176.144,183.539
175.823,189.714,181.796,189.714
184.286,198.845,190.427,198.845
190.333,205.369,196.691,205.369
195.597,211.049,202.314,211.049
196.96,212.521,203.898,212.521
201.844,217.791,209.08,217.791
200.457,216.293,208.574,216.293
198.518,214.201,207.417,214.201
200.092,215.899,209.409,215.899
198.817,214.524,208.44,214.524
194.466,209.829,203.87,209.829
191.328,206.444,200.945,206.444
189.691,204.677,199.127,204.677
172.158,185.759,180.009,185.759
155.403,167.68,161.583,167.68
142.109,153.335,147.12,153.335
135.098,145.772,139.59,145.772
130.601,140.919,134.798,140.919
126.136,136.1,130.238,136.1
129.159,139.362,133.444,139.362
135.628,146.343,140.548,146.343
147.569,159.228,153.943,159.228
161.207,173.943,167.951,173.943
164.292,177.272,170.692,177.272
171.135,184.654,177.633,184.654
182.742,197.178,189.635,197.178
188.936,203.863,196.321,203.863
191.392,206.513,199.277,206.513
192.164,207.346,200.455,207.346
190.559,205.614,199.318,205.614
194.161,209.501,203.402,209.501
191.428,206.551,200.56,206.551
190.759,205.83,199.762,205.83
186.883,201.647,196.289,201.647
181.28,195.602,190.415,195.602
175.688,189.567,184.591,189.567
175.528,189.395,184.364,189.395
162.414,175.246,170.272,175.246
146.066,157.605,152.448,157.605
131.53,141.921,136.705,141.921
122.291,131.953,126.859,131.953
118.106,127.436,122.283,127.436
115.356,124.469,119.303,124.469
114.564,123.615,118.475,123.615
115.044,124.133,119.275,124.133
121.351,130.937,126.38,130.937
131.048,141.402,137.062,141.402
141.649,152.84,148.37,152.84
146.425,157.993,153.259,157.993
149.433,161.239,156.069,161.239
149.578,161.394,156.155,161.394
148.116,159.817,154.838,159.817
146.895,158.501,153.471,158.501
145.949,157.48,152.286,157.48
146.511,158.085,152.869,158.085
149.264,161.057,155.774,161.057
151.316,163.27,158.395,163.27
149.591,161.408,156.705,161.408
145.2,156.671,152.317,156.671
144.471,155.884,151.549,155.884
145.675,157.184,152.799,157.184
135.521,146.228,141.924,146.228
123.579,133.341,128.94,133.341
114.366,123.402,118.832,123.402
108.323,116.881,112.295,116.881
105.785,114.143,109.531,114.143
104.381,112.628,108.024,112.628
103.28,111.439,106.932,111.439
105.914,114.282,109.641,114.282
107.58,116.08,111.721,116.08
117.377,126.649,122.59,126.649
129.8,140.054,136.177,140.054
137.068,147.897,144.236,147.897
140.096,151.164,147.236,151.164
141.318,152.482,148.234,152.482
142.706,153.98,149.612,153.98
142.41,153.66,149.321,153.66
142.67,153.942,149.556,153.942
146.83,158.429,154.016,158.429
148.628,160.369,156.269,160.369
153.482,165.608,161.693,165.608
152.317,164.35,160.745,164.35
152.292,164.324,160.769,164.324
155.284,167.551,163.976,167.551
157.352,169.784,165.788,169.784
145.705,157.217,152.768,157.217
133.588,144.141,139.048,144.141
124.964,134.837,129.552,134.837
119.306,128.732,123.414,128.732
116.76,125.984,120.716,125.984
116.291,125.479,120.24,125.479
119.851,129.319,124.032,129.319
127.093,137.134,131.784,137.134
139.6,150.628,145.019,150.628
151.089,163.025,156.976,163.025
156.112,168.446,162.049,168.446
161.396,174.147,167.551,174.147
165.353,178.417,171.543,178.417
167.775,181.029,173.824,181.029
170.343,183.8,176.351,183.8
171.983,185.569,177.996,185.569
172.254,185.863,178.305,185.863
175.298,189.146,181.599,189.146
178.233,192.314,185.207,192.314
179.943,194.158,187.608,194.158
179.21,193.368,187.195,193.368
175.321,189.171,183.317,189.171
174.663,188.462,182.733,188.462
172.743,186.39,180.794,186.39
158.909,171.464,165.613,171.464
140.61,151.718,145.741,151.718
130.563,140.877,134.777,140.877
124.453,134.286,128.337,134.286
122.378,132.046,126.109,132.046
123.111,132.838,126.876,132.838
124.85,134.713,128.891,134.713
133.306,143.838,137.965,143.838
143.596,154.941,149.076,154.941
156.455,168.816,162.303,168.816
162.31,175.133,168.103,175.133
167.653,180.898,173.359,180.898
175.011,188.837,180.941,188.837
178.394,192.487,184.59,192.487
179.362,193.531,185.783,193.531
189.219,204.168,195.971,204.168
186.717,201.469,193.888,201.469
190.275,205.307,197.788,205.307
197.182,212.759,205.42,212.759
200.16,215.973,209.123,215.973
200.537,216.38,209.847,216.38
194.127,209.464,203.333,209.464
189.942,204.948,198.902,204.948
188.673,203.578,197.581,203.578
171.481,185.028,179.027,185.028
154.085,166.257,160.005,166.257
139.243,150.243,144.029,150.243
134.191,144.793,138.445,144.793
127.528,137.602,131.508,137.602
127.406,137.472,131.349,137.472
127.805,137.901,131.997,137.901
134.355,144.97,139.087,144.97
143.894,155.261,149.329,155.261
153.823,165.976,159.723,165.976
161.366,174.114,167.267,174.114
166.625,179.789,172.528,179.789
171.119,184.637,176.997,184.637
176.735,190.697,182.57,190.697
179.159,193.312,185.085,193.312
181.985,196.363,187.895,196.363
181.813,196.176,187.782,196.176
182.045,196.426,188.192,196.426
183.619,198.125,190.147,198.125
185.431,200.08,192.742,200.08
188.452,203.34,196.368,203.34
184.651,199.239,192.627,199.239
184.337,198.901,192.46,198.901
179.608,193.798,187.704,193.798
164.553,177.554,171.502,177.554
148.994,160.764,154.525,160.764
139.738,150.777,144.319,150.777
133.805,144.375,137.972,144.375
127.716,137.806,131.633,137.806
126.498,136.491,130.43,136.491
127.313,137.372,131.471,137.372
135.609,146.322,140.249,146.322
146.957,158.566,152.416,158.566
160.086,172.733,166.091,172.733
168.203,181.492,174.239,181.492
174.93,188.75,181.317,188.75
181.618,195.966,188.375,195.966
184.997,199.612,191.993,199.612
187.687,202.515,194.806,202.515
189.165,204.11,196.532,204.11
192.565,207.777,200.332,207.777
194.628,210.005,202.852,210.005
197.958,213.598,206.871,213.598
198.431,214.107,207.859,214.107
198.411,214.085,208.102,214.085
190.401,205.444,199.796,205.444
184.998,199.614,194.097,199.614
184.609,199.194,193.637,199.194
